Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Number Households,Median Income,Label
-119.77,36.75,39,1287,332,1386,306,15227,0
-119.77,36.74,20,1855,519,1091,443,15547,0
-119.78,36.74,15,1461,415,924,356,25045,0
-119.78,36.75,35,2114,506,2050,474,12375,0
-119.78,36.75,31,1404,379,1515,387,12813,0
-119.79,36.74,35,853,296,1228,289,10513,0
-119.79,36.74,52,173,87,401,84,21094,0
-119.8,36.74,25,1717,542,1343,471,7990,0
-119.8,36.75,41,1659,466,1391,447,13527,0
-119.79,36.75,33,3161,934,3530,846,11230,0
-119.82,36.74,52,610,128,406,122,18967,0
-119.82,36.72,25,2581,528,1642,509,16435,0
-119.82,36.72,17,1276,242,927,238,26176,0
-119.83,36.73,21,1702,358,1347,316,24137,0
-119.83,36.72,28,60,10,46,13,43500,0
-119.83,36.71,43,355,81,233,75,24167,0
-119.79,36.72,19,1719,391,1369,368,12500,0
-119.8,36.71,29,1541,291,1007,313,20043,0
-119.81,36.71,25,1026,221,789,183,15625,0
-119.8,36.72,19,1334,336,1171,319,10481,0
-119.8,36.72,15,1908,417,1383,375,10472,0
-119.79,36.7,23,1731,363,1210,341,13922,0
-119.8,36.7,28,1592,304,962,282,13304,0
-119.81,36.7,52,314,57,178,66,12404,0
-119.78,36.72,22,354,121,530,115,21458,0
-119.79,36.72,41,1562,322,927,277,13047,0
-119.78,36.71,35,1987,394,1233,383,13587,0
-119.74,36.71,17,5872,1250,5034,1224,21905,0
-119.76,36.71,29,1745,441,1530,391,15611,0
-119.76,36.72,24,1240,265,1035,232,28750,0
-119.75,36.71,38,1481,,1543,372,14577,0
-119.74,36.73,34,1254,272,1056,279,23269,0
-119.74,36.72,25,3972,842,2863,729,21304,0
-119.75,36.72,22,3247,859,4179,881,13343,0
-119.76,36.73,46,1347,282,854,267,18723,0
-119.76,36.73,39,1553,363,1449,341,14419,0
-119.75,36.73,39,2290,539,1685,536,16325,0
-119.74,36.73,42,1236,272,946,261,20536,0
-119.69,36.75,6,1926,303,965,316,47463,0
-119.67,36.74,19,2788,614,1365,525,27813,0
-119.69,36.74,17,2438,598,1563,538,15449,0
-119.69,36.75,13,2343,409,1347,405,40027,0
-119.67,36.73,27,2845,417,1219,460,49196,0
-119.69,36.73,30,2437,349,1005,380,72211,0
-119.69,36.74,23,2097,385,911,405,35128,0
-119.69,36.71,25,556,79,249,71,44583,0
-119.67,36.72,31,843,140,453,149,26875,0
-119.73,36.73,7,2461,647,1587,551,14007,1
-119.72,36.73,9,1914,491,1116,424,14646,0
-119.72,36.72,15,1713,246,766,232,68162,0
-119.73,36.72,26,2645,1005,1660,991,6991,0
-119.73,36.73,9,1621,428,678,394,22437,0
-119.71,36.73,19,3972,585,1586,560,52608,0
-119.72,36.71,7,2456,463,1350,424,30179,0
-119.73,36.72,15,2246,456,1190,403,20294,0
-119.73,36.68,32,755,205,681,207,17986,0
-119.69,36.69,36,1432,269,836,237,21563,0
-119.76,36.68,29,1243,312,836,277,18355,0
-119.67,36.65,20,2512,449,1464,450,39211,0
-119.63,36.64,33,1036,181,620,174,34107,0
-119.65,36.62,6,1931,422,1344,414,16607,0
-119.68,36.63,39,1237,256,638,239,30139,0
-119.74,36.65,19,2546,463,1257,418,29013,0
-119.68,36.62,31,834,229,616,211,16602,0
-119.73,36.62,35,2080,365,1026,333,35781,0
-119.73,36.59,31,1551,296,1058,287,33438,0
-119.8,36.68,31,2214,432,1326,416,21691,0
-119.78,36.65,27,1226,240,706,211,27700,0
-119.82,36.64,30,1694,312,1008,321,22466,0
-119.8,36.65,34,2263,423,1184,407,17692,0
-119.89,36.73,43,524,93,302,93,26146,0
-119.87,36.72,30,1584,316,984,300,20658,0
-119.89,36.7,32,1485,269,867,271,25809,0
-119.85,36.74,35,1191,190,537,182,35375,0
-119.84,36.77,6,1853,473,1397,417,14817,0
-119.83,36.76,15,3291,772,1738,634,19760,0
-119.82,36.75,41,1022,209,741,213,20781,0
-119.84,36.75,34,1186,300,774,271,15750,0
-119.83,36.75,33,662,183,607,181,13929,0
-119.81,36.76,48,2059,388,834,405,29306,0
-119.81,36.76,51,2419,486,1284,426,22029,0
-119.81,36.75,52,1827,356,855,353,17636,0
-119.82,36.76,41,1973,399,1107,375,18971,0
-119.82,36.76,46,2194,563,924,542,14028,0
-119.8,36.76,52,1853,437,764,390,16429,0
-119.8,36.75,52,1788,449,1156,418,17298,0
-119.81,36.76,52,1792,352,1049,357,24375,0
-119.8,36.76,52,2224,418,832,406,23952,0
-119.79,36.76,52,1185,260,635,239,11750,0
-119.79,36.75,52,377,97,530,96,10000,0
-119.8,36.75,46,2625,593,1368,551,15273,0
-119.79,36.76,52,2408,498,1361,465,21055,0
-119.78,36.76,47,1425,323,949,325,17344,0
-119.78,36.75,49,1175,307,982,278,12937,0
-119.78,36.75,43,2070,512,1925,444,14635,0
-119.78,36.76,50,1343,322,1063,342,17500,0
-119.76,36.76,23,3800,1003,3786,917,14766,0
-119.76,36.75,35,1607,383,1407,382,21900,0
-119.76,36.75,41,1576,417,1567,366,12545,0
-119.77,36.76,40,2009,519,2219,505,12101,0
-119.77,36.76,43,1623,294,781,272,18690,0
-119.77,36.76,43,1945,413,1492,422,15174,0
-119.76,36.75,35,2347,526,1676,481,16548,0
-119.76,36.74,52,2137,448,1194,444,13029,0
-119.77,36.74,50,1325,280,811,281,18667,0
-119.77,36.74,51,1454,235,729,252,33125,0
-119.77,36.75,44,1818,412,1680,418,17083,0
-119.76,36.75,39,2233,563,2031,491,18641,0
-119.74,36.75,47,2236,418,1042,397,29545,0
-119.74,36.74,39,4893,1210,4749,1067,12065,0
-119.75,36.74,39,1740,351,1098,347,18958,0
-119.75,36.75,50,1515,294,852,297,19955,0
-119.75,36.75,49,2331,460,1290,477,25111,0
-119.74,36.76,42,2093,470,1621,438,17994,0
-119.74,36.76,36,912,216,842,219,14766,0
-119.75,36.76,29,2077,524,1887,489,14107,0
-119.75,36.76,32,2072,497,2002,470,13278,0
-119.72,36.76,23,6403,,3573,1260,23006,0
-119.72,36.75,11,4832,993,2190,888,26611,0
-119.73,36.76,30,1548,282,886,311,31000,0
-119.72,36.75,27,1691,282,869,337,39514,0
-119.73,36.74,14,6202,1551,5561,1435,16073,0
-119.73,36.75,39,1745,321,901,303,31719,0
-119.7,36.75,11,3626,779,1819,731,24956,0
-119.71,36.74,18,8099,1670,4476,1514,24728,0
-119.71,36.76,28,2675,527,1392,521,23108,0
-119.7,36.8,34,1768,303,888,314,38088,0
-119.71,36.79,34,1891,323,966,355,36681,0
-119.71,36.77,11,5112,1384,2487,1243,21461,0
-119.73,36.8,15,2376,538,1197,510,31417,0
-119.72,36.8,16,2396,526,1338,518,21653,0
-119.72,36.8,15,3045,689,1340,588,31953,0
-119.71,36.8,17,2056,366,1259,367,39338,0
-119.71,36.8,17,1415,267,861,293,32500,0
-119.71,36.81,9,1122,290,662,284,20536,0
-119.7,36.8,31,1746,321,1186,360,26932,0
-119.71,36.8,25,875,156,646,166,30000,0
-119.72,36.8,23,2128,442,1047,450,26250,0
-119.73,36.8,24,1316,249,781,260,37578,0
-119.72,36.81,15,2175,564,1194,482,26767,0
-119.73,36.77,24,4410,939,2362,862,29406,0
-119.74,36.77,30,2427,482,1375,518,25737,0
-119.75,36.77,32,1962,399,1005,392,26726,0
-119.75,36.78,35,1129,220,474,242,24405,0
-119.75,36.78,33,1145,197,508,198,23333,0
-119.74,36.78,27,4049,947,2254,882,22467,0
-119.76,36.77,36,2507,466,1227,474,27850,0
-119.76,36.77,38,3804,814,2142,816,21439,0
-119.77,36.77,38,3065,658,1441,625,20564,0
-119.77,36.78,36,3616,779,1994,786,25434,0
-119.77,36.78,40,1411,284,609,296,19375,0
-119.77,36.77,29,2554,705,2669,655,12176,0
-119.78,36.77,45,1315,256,666,240,23562,0
-119.78,36.78,37,2185,455,1143,438,19784,0
-119.79,36.77,30,1610,410,1000,397,20357,0
-119.8,36.77,52,2964,512,1114,486,38105,0
-119.8,36.78,50,1818,374,737,338,22614,0
-119.79,36.78,41,2227,462,1129,415,23190,0
-119.79,36.77,43,2323,502,1144,471,23967,0
-119.81,36.78,52,2281,371,839,367,35972,0
-119.81,36.77,49,1749,314,705,300,31500,0
-119.81,36.77,48,1805,329,741,331,25804,0
-119.81,36.77,43,2341,395,890,375,34265,0
-119.81,36.78,37,1965,364,796,335,36250,0
-119.82,36.78,36,1370,289,812,282,26127,0
-119.82,36.77,41,1441,274,646,296,30568,0
-119.82,36.77,36,2252,468,1117,442,29081,0
-119.83,36.77,32,2867,615,1705,570,24286,0
-119.83,36.77,23,2168,503,1190,425,26250,0
-119.83,36.78,30,3162,640,1660,639,28359,0
-119.87,36.79,8,2875,548,1718,551,36522,0
-119.87,36.79,7,1932,419,1014,389,30938,0
-119.89,36.79,5,3821,705,2179,694,37821,0
-119.87,36.78,4,6102,1114,3406,1115,34213,0
-119.85,36.78,8,3096,684,1454,545,27857,0
-119.86,36.78,7,2232,490,1274,499,29853,0
-119.85,36.77,9,1142,314,620,283,20446,0
-119.85,36.77,27,1510,344,847,295,29315,0
-119.85,36.76,10,2067,450,845,354,18214,0
-119.85,36.75,24,1143,245,608,240,28194,0
-119.87,36.76,34,1649,323,919,316,28750,0
-119.9,36.79,22,1970,332,1066,319,33125,0
-119.89,36.76,17,1987,335,1152,313,41719,0
-119.92,36.77,18,1422,243,702,230,36204,0
-120.08,36.79,38,1446,285,928,255,29808,0
-120.21,36.77,20,1745,348,1093,302,23194,0
-120.1,36.66,19,2020,416,1341,360,17000,0
-119.98,36.74,26,1453,251,896,260,34861,0
-120,36.7,33,1902,370,1168,358,26852,0
-120.04,36.74,14,3182,730,2298,721,16168,0
-120.05,36.72,24,1961,422,1559,374,18299,0
-120.08,36.72,22,1339,251,820,276,36000,0
-120.06,36.72,32,981,237,736,249,18000,0
-120.07,36.74,19,2627,502,1295,441,30870,0
-119.95,36.8,30,1233,214,620,199,34297,0
-119.99,36.8,45,1270,242,598,214,32813,0
-120.02,36.8,25,1270,255,1050,245,21618,0
-120.04,36.79,48,1341,239,671,208,27917,0
-119.91,36.83,29,2205,366,1072,345,38056,0
-119.88,36.81,30,2288,474,1435,425,13221,0
-119.88,36.85,8,2580,372,1111,393,75000,1
-119.87,36.83,4,4833,784,2088,789,51781,0
-119.85,36.83,15,2563,335,1080,356,67181,0
-119.85,36.83,11,2497,427,1101,405,48036,0
-119.86,36.82,12,1488,253,675,223,47622,0
-119.85,36.82,9,3995,778,1691,712,33239,0
-119.85,36.82,15,1387,236,638,195,55842,0
-119.85,36.82,16,1852,274,887,286,55405,0
-119.88,36.83,2,4055,735,1730,654,42132,0
-119.86,36.81,4,4530,1070,1804,837,33942,0
-119.87,36.81,6,1891,341,969,330,46726,0
-119.85,36.81,15,1743,310,1011,325,37550,0
-119.85,36.8,14,1876,324,1031,311,36563,0
-119.85,36.8,14,4177,914,2300,867,29565,0
-119.86,36.8,18,2536,516,1196,466,25595,0
-119.84,36.85,8,3791,487,1424,475,105144,1
-119.85,36.84,12,2272,304,840,305,89669,1
-119.84,36.84,12,2396,290,863,258,87716,1
-119.84,36.83,17,2273,298,700,263,68645,0
-119.83,36.83,14,2351,341,1128,363,69903,0
-119.82,36.83,14,2982,412,1408,423,53241,0
-119.84,36.83,17,3012,408,987,362,74201,1
-119.82,36.83,16,2868,376,1016,379,61175,0
-119.84,36.82,17,2807,376,996,353,55357,0
-119.83,36.82,14,1087,165,365,176,72909,0
-119.82,36.82,28,2268,336,752,330,52809,0
-119.82,36.81,25,3305,551,1149,500,50698,0
-119.84,36.81,18,2789,378,937,364,77062,0
-119.78,36.86,10,2902,363,1200,363,83608,0
-119.77,36.86,7,4139,544,1843,562,82737,0
-119.77,36.85,8,1519,234,711,248,59897,0
-119.77,36.84,15,1924,262,848,277,53886,0
-119.77,36.84,15,2058,412,891,378,32569,0
-119.78,36.84,7,4907,1075,2014,909,32147,0
-119.78,36.85,12,782,166,292,164,28274,0
-119.78,36.86,8,3468,675,1604,626,42071,0
-119.79,36.85,11,2596,619,1765,539,19511,0
-119.79,36.84,22,1529,375,1543,395,17926,0
-119.8,36.86,7,6434,1201,2733,1045,37656,0
-119.81,36.85,17,2340,370,1174,396,42304,0
-119.82,36.84,7,2289,342,1077,354,54868,0
-119.82,36.84,9,2340,544,860,520,33229,0
-119.81,36.83,19,6789,1200,2325,1109,40490,0
-119.81,36.83,10,5780,922,2712,883,56445,0
-119.78,36.83,11,2754,663,1328,604,23667,0
-119.79,36.82,25,2330,462,1215,467,32143,0
-119.8,36.83,17,1560,261,709,258,43315,0
-119.79,36.83,15,3356,694,1232,627,22215,0
-119.79,36.82,23,4358,819,1852,802,34167,0
-119.78,36.82,22,4241,1147,1929,971,17708,0
-119.8,36.82,24,5377,1005,2010,982,34542,0
-119.81,36.81,33,3972,594,1324,561,54513,0
-119.8,36.8,43,1951,288,725,308,63359,0
-119.81,36.8,38,2252,325,777,314,61575,0
-119.83,36.8,24,3756,681,1586,739,38571,0
-119.82,36.8,33,1670,256,528,250,29471,0
-119.81,36.8,29,2806,552,1242,540,35958,0
-119.83,36.8,16,6101,1200,3407,1134,31250,0
-119.84,36.8,16,2849,506,1508,478,34074,0
-119.84,36.8,19,3244,776,1463,710,20469,0
-119.83,36.79,35,1872,363,1054,369,33272,0
-119.83,36.78,35,1789,357,933,357,25223,0
-119.84,36.78,24,3242,795,2764,773,13385,0
-119.84,36.79,21,3235,648,1820,614,33447,0
-119.83,36.79,24,3505,819,2098,774,19575,0
-119.81,36.78,35,1012,245,633,240,20324,0
-119.81,36.78,36,1650,313,660,298,30000,0
-119.82,36.78,36,1582,313,761,318,26055,0
-119.82,36.79,35,1474,291,709,294,26522,0
-119.82,36.79,18,5822,1439,3415,1224,16854,0
-119.81,36.79,35,2314,443,954,457,29506,0
-119.79,36.79,33,3433,785,1806,783,19386,0
-119.79,36.78,38,1912,456,1131,408,20300,0
-119.8,36.78,43,2382,431,874,380,35542,0
-119.81,36.79,39,2471,460,1118,431,24167,0
-119.8,36.79,45,1337,187,471,187,51870,0
-119.79,36.81,35,1877,328,1155,353,30690,0
-119.78,36.8,34,2200,493,1243,431,18514,0
-119.79,36.8,27,2462,484,852,449,33200,0
-119.79,36.81,33,1461,261,494,254,42500,0
-119.77,36.79,34,2679,460,1141,470,32642,0
-119.78,36.78,31,2164,456,959,463,23293,0
-119.79,36.79,26,1700,423,909,386,22560,0
-119.79,36.79,19,1524,448,960,386,15122,0
-119.78,36.79,33,2260,440,966,413,29301,0
-119.76,36.79,26,3654,837,1976,830,21544,0
-119.76,36.78,30,6117,1330,2768,1224,21383,0
-119.77,36.79,27,2258,427,1076,423,29937,0
-119.76,36.79,32,2463,468,1261,486,33281,0
-119.74,36.79,28,2857,619,1614,592,21573,0
-119.75,36.78,28,3257,752,1981,712,22930,0
-119.76,36.8,29,3494,662,1781,616,25893,0
-119.77,36.8,32,3461,665,1507,649,29244,0
-119.78,36.8,34,3426,623,1938,647,28994,0
-119.76,36.8,20,6257,1346,2795,1267,22094,0
-119.77,36.8,24,3748,770,1827,719,27222,0
-119.74,36.8,18,10862,2401,5466,2209,24678,0
-119.75,36.8,25,2718,504,1257,465,23333,0
-119.75,36.8,30,3308,662,1894,648,21970,0
-119.76,36.81,19,4643,1429,4638,1335,12716,0
-119.77,36.81,25,1565,271,661,275,34279,0
-119.76,36.82,17,6932,1486,3056,1453,23375,0
-119.77,36.81,28,1713,302,663,282,35670,0
-119.78,36.82,25,5016,,2133,928,36250,0
-119.78,36.83,18,4164,741,1817,681,42153,0
-119.76,36.83,22,2803,438,1234,457,45179,0
-119.76,36.83,20,3214,446,1360,463,52595,0
-119.77,36.83,19,3237,507,1378,510,47804,0
-119.77,36.83,16,2360,355,1034,359,50635,0
-119.76,36.83,17,3690,628,1888,601,40196,0
-119.75,36.83,15,2793,436,1411,441,49292,0
-119.74,36.83,14,4675,829,2235,787,41098,0
-119.77,36.91,3,7520,1143,2878,1077,53272,0
-119.75,36.87,3,13802,2244,5226,1972,50941,0
-119.74,36.85,3,10425,2121,4432,1778,39032,0
-119.7,36.94,15,1449,277,649,265,24861,0
-119.71,36.88,17,2236,315,992,312,69405,0
-119.69,36.86,20,1676,263,786,240,40000,0
-119.69,36.85,20,2655,432,1081,379,45398,0
-119.67,36.89,15,2373,364,1280,386,53080,0
-119.7,36.83,23,3532,756,1885,758,25904,0
-119.7,36.82,25,2379,540,1482,484,23173,0
-119.7,36.81,32,2623,528,1570,492,27159,0
-119.71,36.83,5,1087,338,623,362,18061,0
-119.71,36.83,15,2727,500,1228,436,35078,0
-119.73,36.83,8,3602,,1959,580,53478,0
-119.73,36.83,14,3348,491,1584,493,50828,0
-119.71,36.82,12,2144,568,1320,566,23381,0
-119.71,36.81,19,2282,550,1034,500,16618,0
-119.71,36.81,19,1648,368,557,354,17969,0
-119.72,36.81,28,1651,305,780,309,29453,0
-119.73,36.81,19,1699,356,994,368,27778,0
-119.72,36.82,16,2627,613,1054,623,19483,0
-119.72,36.82,15,946,239,550,246,22639,0
-119.69,36.83,7,2075,353,1040,362,39943,0
-119.69,36.83,8,943,189,475,155,49327,0
-119.69,36.83,32,1098,,726,224,14913,0
-119.69,36.83,28,1868,350,898,329,31814,0
-119.67,36.83,3,2029,336,1003,340,44356,0
-119.67,36.83,4,2145,334,1024,308,50864,0
-119.68,36.83,11,2455,344,1110,339,61133,0
-119.67,36.82,2,2579,376,1133,342,45577,0
-119.67,36.81,4,1262,216,622,199,49432,0
-119.68,36.81,13,2589,413,1356,435,50253,0
-119.69,36.82,17,1897,433,1207,384,18021,0
-119.69,36.82,15,3303,512,1687,505,48100,0
-119.68,36.81,16,2668,454,1536,457,39792,0
-119.69,36.81,13,1524,366,994,370,25446,0
-119.69,36.81,15,2892,496,1634,501,44934,0
-119.68,36.8,7,2855,518,1748,498,42066,0
-119.69,36.8,31,2576,458,1306,418,32813,0
-119.67,36.8,9,3712,508,1632,474,60110,0
-119.69,36.79,13,1736,313,993,314,37697,0
-119.68,36.79,16,1551,,1010,292,35417,0
-119.69,36.79,15,2524,451,1207,424,27404,0
-119.69,36.77,22,2456,496,1720,417,26875,0
-119.69,36.79,5,2613,476,1490,481,40993,0
-119.68,36.77,21,1260,182,583,205,60132,0
-119.64,36.85,15,2397,353,1258,347,49904,0
-119.64,36.82,14,4872,656,2085,617,56739,0
-119.63,36.79,19,1317,189,517,187,45260,0
-119.63,36.76,22,4126,614,1795,613,49250,0
-119.63,36.7,42,1338,215,617,222,30833,0
-119.53,36.78,20,2822,479,1372,455,45625,0
-119.58,36.83,13,6135,863,2473,774,54895,0
-119.58,36.77,19,3225,548,1760,542,40227,0
-119.59,36.72,18,1284,193,621,190,45375,0
-119.5,36.74,20,1089,208,531,212,45938,0
-119.57,36.72,11,2510,460,1248,445,36161,0
-119.56,36.71,29,1963,392,1208,398,25741,0
-119.56,36.71,37,1609,374,1173,344,21810,0
-119.57,36.71,10,1657,359,958,380,26458,0
-119.57,36.7,34,1759,354,899,337,26823,0
-119.56,36.7,40,1195,326,1135,315,21182,0
-119.55,36.7,31,1671,372,1371,347,23687,0
-119.57,36.7,30,2370,412,1248,410,31442,0
-119.57,36.7,7,1761,309,974,308,37261,0
-119.58,36.69,42,1032,215,812,225,19766,0
-119.55,36.69,21,1551,423,1519,406,17132,0
-119.54,36.7,20,1815,375,1665,357,22448,0
-119.55,36.71,32,1963,508,2052,518,19076,0
-119.55,36.72,6,1186,234,1135,218,21515,0
-119.52,36.71,21,1834,321,1120,314,25900,0
-119.47,36.69,19,3351,589,1578,542,32917,0
-119.41,36.68,18,1802,332,945,292,34044,0
-119.43,36.63,25,1784,312,904,303,36250,0
-119.39,36.64,38,949,190,578,187,23618,0
-119.4,36.59,37,1486,296,977,290,35074,0
-119.49,37.1,24,2532,555,1564,507,23359,0
-119.61,36.94,14,863,151,315,135,42679,0
-119.57,37.02,16,4199,794,2140,722,33320,0
-119.48,37,16,2904,551,1467,509,31736,0
-119.46,36.91,12,2980,495,1184,429,39141,0
-119.33,36.89,15,1879,411,755,294,20000,0
-119.21,37.25,44,3042,697,335,115,41838,0
-118.94,37.13,12,2255,472,1006,334,41563,0
-119.4,37.09,22,2211,477,773,288,33269,0
-119.34,37.12,23,1881,380,64,37,38750,0
-119.28,37.11,34,1901,394,171,73,30729,0
-119.32,37.06,15,3111,651,276,107,51314,0
-118.91,36.79,19,1616,324,187,80,37857,0
-119.24,36.8,17,2052,405,975,340,26902,0
-119.25,36.71,13,2813,579,1385,512,22202,0
-119.12,36.69,13,3963,812,1905,671,22278,0
-119.34,36.62,26,1922,339,1148,332,26058,0
-119.31,36.63,26,1874,416,1834,432,16486,0
-119.31,36.62,33,1485,374,1544,329,17292,0
-119.32,36.62,15,1070,256,1070,243,15642,0
-119.31,36.62,25,831,230,947,244,14481,0
-119.43,36.61,19,1484,296,1296,298,24219,0
-119.44,36.6,5,2353,608,2505,573,22863,0
-119.44,36.6,34,864,184,579,171,20417,0
-119.45,36.6,42,510,88,247,99,25000,0
-119.46,36.61,13,1348,258,719,246,36250,0
-119.45,36.61,24,1302,,693,243,37917,0
-119.44,36.61,17,1531,280,775,246,39073,0
-119.43,36.59,15,1371,306,1266,309,17670,0
-119.44,36.59,32,1153,236,761,241,28250,0
-119.45,36.6,36,2294,489,1430,454,18975,0
-119.44,36.59,28,1343,330,1331,305,15160,0
-119.46,36.6,18,1404,226,754,229,39844,0
-119.45,36.59,41,1749,342,1171,314,16875,0
-119.44,36.58,37,1054,,879,257,25234,0
-119.45,36.58,18,1425,280,753,266,37813,0
-119.45,36.59,28,1274,215,572,202,38250,0
-119.55,36.6,18,2379,448,1638,436,23090,0
-119.54,36.61,20,1490,318,1474,326,14937,0
-119.55,36.61,14,3004,793,3535,735,15860,0
-119.5,36.62,34,1440,267,1018,265,22206,0
-119.49,36.58,21,2106,410,867,380,19913,0
-119.52,36.61,33,1225,275,1065,248,18958,0
-119.53,36.61,33,587,170,730,162,15625,0
-119.6,36.66,27,1388,296,1056,284,16094,0
-119.59,36.64,27,823,171,798,200,30521,0
-119.53,36.65,43,1676,320,1056,276,25562,0
-119.63,36.6,33,1589,294,1102,307,19676,0
-119.62,36.58,13,1788,405,1652,411,26858,0
-119.59,36.57,19,1733,303,911,281,35987,0
-119.6,36.58,28,1452,300,919,308,28287,0
-119.61,36.58,29,1312,280,788,271,26974,0
-119.62,36.59,17,2287,390,1330,393,40197,0
-119.61,36.59,10,2842,620,1443,576,22727,0
-119.6,36.57,42,2311,439,1347,436,25556,0
-119.6,36.57,33,1923,403,1205,389,18333,0
-119.61,36.57,42,2242,521,1359,483,15833,0
-119.63,36.58,22,1794,435,1127,359,12647,0
-119.6,36.56,36,738,168,737,186,14415,0
-119.64,36.56,34,576,117,363,97,20658,0
-119.61,36.56,34,1911,497,1886,481,16250,0
-119.62,36.56,30,1722,372,1467,403,18878,0
-119.53,36.55,34,2065,343,1041,313,32917,0
-119.54,36.52,16,2703,415,1106,372,42045,0
-119.55,36.51,46,1889,390,971,403,22132,0
-119.56,36.51,37,1018,213,663,204,16635,0
-119.56,36.51,9,3860,809,2157,770,25033,0
-119.55,36.52,31,1986,417,1042,422,30294,0
-119.56,36.53,19,2746,495,1670,518,32019,0
-119.73,36.56,32,1513,272,1038,272,30469,0
-119.67,36.57,32,1604,292,868,276,21908,0
-119.65,36.51,30,1671,319,966,282,31333,0
-119.59,36.52,35,990,192,674,178,33214,0
-119.73,36.52,20,1741,331,1466,289,25921,0
-119.77,36.44,26,1727,289,802,259,32083,0
-119.69,36.46,29,1702,301,914,280,28125,0
-119.69,36.43,29,1799,356,1278,387,17813,0
-119.87,36.54,34,1370,287,818,269,24044,0
-119.79,36.55,32,1393,276,999,245,20216,0
-119.81,36.51,31,1241,254,767,226,27321,0
-119.84,36.54,19,1310,241,702,217,24375,0
-119.83,36.54,31,1732,332,979,294,25208,0
-119.89,36.64,34,1422,237,716,222,29750,0
-119.97,36.57,17,1497,308,1425,247,20313,0
-119.9,36.58,20,1935,363,1319,359,24814,0
-119.81,36.6,24,2246,462,1291,394,24006,0
-119.86,36.45,19,2439,462,1416,469,24474,0
-119.86,36.43,34,1175,251,683,261,17176,0
-119.85,36.43,23,1824,354,1146,362,28913,0
-119.97,36.44,18,1128,237,772,220,21771,0
-120.08,36.34,18,1524,414,2030,356,21153,0
-120.1,36.16,17,598,160,715,146,23295,0
-120.1,36.21,12,1462,356,1708,367,15086,0
-120.09,36.19,12,1923,559,2809,535,14191,0
-120.27,36.29,11,1337,412,1376,318,24398,0
-120.43,36.18,29,579,116,218,99,21458,0
-120.37,36.16,36,613,124,310,124,30658,0
-120.36,36.14,18,1206,274,622,217,18264,0
-120.38,36.15,17,2279,448,1200,420,27461,0
-120.37,36.13,10,2522,533,1335,493,32639,0
-120.37,36.15,34,2084,339,868,347,43810,0
-120.35,36.16,18,1519,296,846,272,27792,0
-120.35,36.14,9,2671,647,1484,541,17075,0
-120.36,36.13,29,1938,434,1306,415,30134,0
-120.31,36.65,24,943,209,514,156,22500,0
-120.25,36.65,31,1177,221,744,223,24937,0
-120.18,36.59,25,948,198,613,171,23026,0
-120.19,36.61,29,1479,338,1408,322,22930,0
-120.19,36.6,25,875,214,931,214,15536,0
-120.22,36.49,14,1508,347,1679,345,24786,0
-120.41,36.77,24,1335,312,1180,267,19470,0
-120.67,36.72,18,819,198,996,198,25000,0
-120.51,36.55,20,1193,263,1274,241,19417,0
-120.39,36.78,11,1947,488,2104,486,17184,0
-120.38,36.75,25,1689,495,1745,457,19056,0
-120.38,36.76,25,991,272,941,262,18125,0
-120.38,36.76,12,932,244,1043,243,14038,0
-120.46,36.87,20,1287,310,954,269,13386,0
-120.45,36.86,34,673,173,539,182,23523,0
-120.44,36.84,29,1563,293,883,288,28182,0
-120.45,36.85,20,1519,376,1681,370,21759,0
-120.51,36.86,21,1779,399,1446,371,24414,0
-120.55,36.97,42,1766,344,1084,323,23295,0
-120.69,36.84,18,902,195,771,174,22083,0
-119.55,36.51,46,55,11,26,5,41250,0
-119.54,36.51,36,49,7,28,2,46250,0
-122.2,39.75,18,2603,576,1616,588,20192,0
-122.18,39.75,30,4157,834,1885,774,16948,0
-122.16,39.74,20,707,126,337,125,30469,0
-122.19,39.74,39,4179,814,2111,809,23507,0
-122.25,39.79,16,2127,412,1104,369,30469,0
-122.16,39.78,32,1288,221,562,203,23250,0
-122.13,39.74,20,1401,280,668,250,22569,0
-122.18,39.7,23,1658,307,836,297,33500,0
